,Accuracy,Shape
335,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
336,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
337,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
338,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
339,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
340,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
341,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
342,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
343,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
344,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
345,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
346,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
347,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
348,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
349,"(0.8827586206896552, 0.5984251968503937, 0.5298120527254014)","(0.15517241379310345, 4.984542211652793, 0.1402116402116402)"
